ID,gemma_pred,qwen_pred,xone_pred,kanana_pred,label
FOLD0_00128,0.25,0.2890625,0.27148438,0.296875,0
FOLD0_00129,0.27539062,0.20507812,0.26953125,0.328125,1
FOLD0_00130,0.29492188,0.31054688,0.29101562,0.3828125,0
FOLD0_00131,0.9765625,0.99609375,0.9921875,0.96484375,1
FOLD0_00132,0.22558594,0.25,0.26757812,0.23828125,0
FOLD0_00133,0.6640625,0.890625,0.87109375,0.80078125,0
FOLD0_00134,0.40820312,0.42578125,0.78515625,0.41992188,1
FOLD0_00135,1.0,1.0,1.0,1.0,1
FOLD0_00136,0.21289062,0.24902344,0.4609375,0.33789062,0
FOLD0_00137,0.296875,0.27539062,0.36328125,0.31445312,1
FOLD0_00138,0.18359375,0.25,0.24511719,0.23535156,0
FOLD0_00139,0.24609375,0.29492188,0.28320312,0.26953125,0
FOLD0_00140,0.34179688,0.54296875,0.39257812,0.34765625,0
FOLD0_00141,0.25195312,0.26953125,0.26171875,0.29101562,0
FOLD0_00142,0.33398438,0.3359375,0.27539062,0.25390625,0
FOLD0_00143,1.0,1.0,1.0,1.0,1
FOLD0_00144,0.30664062,0.29296875,0.33007812,0.30078125,0
FOLD0_00145,0.46484375,0.35742188,0.29492188,0.31835938,0
FOLD0_00146,0.31054688,0.328125,0.3203125,0.3515625,0
FOLD0_00147,0.3515625,0.38085938,0.41015625,0.34960938,1
FOLD0_00148,1.0,1.0,1.0,1.0,1
FOLD0_00149,0.94140625,0.84375,0.97265625,0.9453125,1
FOLD0_00150,1.0,1.0,1.0,1.0,1
FOLD0_00151,0.24316406,0.22363281,0.27148438,0.234375,0
FOLD0_00152,0.38085938,0.64453125,0.41210938,0.43554688,1
FOLD0_00153,0.28515625,0.31640625,0.35546875,0.34179688,1
FOLD0_00154,0.27539062,0.33398438,0.24414062,0.25195312,0
FOLD0_00155,0.28515625,0.24511719,0.29101562,0.30859375,1
FOLD0_00156,0.2890625,0.25390625,0.28125,0.30664062,0
FOLD0_00157,0.3515625,0.30273438,0.38085938,0.29492188,1
FOLD0_00158,0.7109375,0.76953125,0.66015625,0.75390625,1
FOLD0_00159,0.28515625,0.35742188,0.32617188,0.31054688,0
FOLD0_00160,0.27734375,0.30273438,0.296875,0.296875,1
FOLD0_00161,0.30078125,0.31835938,0.32226562,0.27148438,1
FOLD0_00162,0.33203125,0.43164062,0.30078125,0.34765625,0
FOLD0_00163,1.0,1.0,1.0,1.0,1
FOLD0_00164,0.32421875,0.36132812,0.38476562,0.29492188,0
FOLD0_00165,0.41015625,0.8671875,0.64453125,0.43164062,1
FOLD0_00166,0.54296875,0.41796875,0.48828125,0.55078125,1
FOLD0_00167,1.0,1.0,1.0,0.99609375,1
FOLD0_00168,0.70703125,0.38867188,0.890625,0.5078125,1
FOLD0_00169,0.29101562,0.49609375,0.42773438,0.29882812,0
FOLD0_00170,0.32421875,0.27929688,0.31640625,0.29882812,0
FOLD0_00171,0.37695312,0.32421875,0.43945312,0.33789062,1
FOLD0_00172,0.38085938,0.40820312,0.39257812,0.34765625,0
FOLD0_00173,0.37109375,0.34765625,0.41015625,0.33203125,0
FOLD0_00174,0.29492188,0.36914062,0.32421875,0.28125,1
FOLD0_00175,0.34960938,0.35351562,0.31835938,0.29492188,1
FOLD0_00176,0.31835938,0.359375,0.33203125,0.25585938,0
FOLD0_00177,0.36328125,0.32421875,0.31445312,0.30859375,0
FOLD0_00178,0.21289062,0.24902344,0.24804688,0.27734375,0
FOLD0_00179,1.0,1.0,1.0,1.0,1
FOLD0_00180,0.26171875,0.34570312,0.28710938,0.32617188,1
FOLD0_00181,0.4140625,0.31835938,0.40429688,0.328125,1
FOLD0_00182,0.30664062,0.29101562,0.421875,0.28125,0
FOLD0_00183,1.0,1.0,1.0,1.0,1
FOLD0_00184,1.0,1.0,1.0,1.0,1
FOLD0_00185,1.0,1.0,1.0,1.0,1
FOLD0_00186,0.33789062,0.453125,0.33789062,0.375,0
FOLD0_00187,0.34960938,0.44335938,0.36328125,0.33203125,0
FOLD0_00188,0.33789062,0.34570312,0.33984375,0.28710938,1
FOLD0_00189,0.26953125,0.31445312,0.36914062,0.31640625,0
FOLD0_00190,0.36328125,0.31835938,0.31445312,0.29101562,1
FOLD0_00191,0.39648438,0.48242188,0.31640625,0.328125,0
FOLD0_00192,0.3203125,0.31445312,0.30664062,0.30859375,0
FOLD0_00193,0.28320312,0.24902344,0.28125,0.33203125,0
FOLD0_00194,0.3515625,0.35351562,0.33203125,0.31445312,1
FOLD0_00195,0.4765625,0.4609375,0.31640625,0.45117188,0
FOLD0_00196,0.18457031,0.27929688,0.28320312,0.25195312,0
FOLD0_00197,0.328125,0.35742188,0.33984375,0.31835938,1
FOLD0_00198,1.0,1.0,1.0,1.0,1
FOLD0_00199,0.37695312,0.34570312,0.38476562,0.359375,1
FOLD0_00200,0.671875,0.49414062,0.609375,0.79296875,0
FOLD0_00201,1.0,1.0,1.0,1.0,1
FOLD0_00202,0.28125,0.29492188,0.28710938,0.30859375,0
FOLD0_00203,0.31445312,0.265625,0.34179688,0.32617188,0
FOLD0_00204,1.0,0.99609375,0.99609375,1.0,1
FOLD0_00205,0.33789062,0.2890625,0.33398438,0.27539062,0
FOLD0_00206,0.34570312,0.30078125,0.30078125,0.296875,0
FOLD0_00207,0.27734375,0.26757812,0.30273438,0.296875,0
FOLD0_00208,0.296875,0.29101562,0.33203125,0.31445312,0
FOLD0_00209,0.48046875,0.359375,0.34375,0.38476562,0
FOLD0_00210,1.0,1.0,1.0,1.0,1
FOLD0_00211,0.58203125,0.5,0.36523438,0.34179688,0
FOLD0_00212,1.0,1.0,1.0,1.0,1
FOLD0_00213,0.33203125,0.703125,0.5625,0.40429688,1
FOLD0_00214,0.40820312,0.81640625,0.75,0.58203125,1
FOLD0_00215,1.0,1.0,1.0,0.99609375,1
FOLD0_00216,0.36328125,0.35742188,0.31054688,0.29101562,1
FOLD0_00217,0.30078125,0.28710938,0.30859375,0.28710938,1
FOLD0_00218,0.3125,0.35742188,0.33789062,0.30859375,0
FOLD0_00219,0.35546875,0.30273438,0.34960938,0.37695312,0
FOLD0_00220,0.328125,0.26367188,0.2734375,0.30664062,0
FOLD0_00221,0.23339844,0.62890625,0.41015625,0.34765625,0
FOLD0_00222,0.26367188,0.2578125,0.24511719,0.2734375,1
FOLD0_00223,1.0,1.0,1.0,1.0,1
FOLD0_00224,0.32421875,0.34570312,0.35351562,0.29296875,0
FOLD0_00225,0.29492188,0.25195312,0.2734375,0.28125,0
FOLD0_00226,1.0,1.0,1.0,1.0,1
FOLD0_00227,0.28710938,0.23925781,0.25976562,0.27734375,0
FOLD0_00228,0.31054688,0.34765625,0.28710938,0.2890625,0
FOLD0_00229,0.23339844,0.27734375,0.25976562,0.26953125,0
FOLD0_00230,0.39257812,0.3046875,0.34570312,0.29492188,0
FOLD0_00231,0.2890625,0.35546875,0.3203125,0.3125,0
FOLD0_00232,0.26953125,0.23242188,0.32226562,0.27929688,0
FOLD0_00233,0.31445312,0.37695312,0.33203125,0.3046875,0
FOLD0_00234,0.37109375,0.34960938,0.31054688,0.37109375,0
FOLD0_00235,0.38476562,0.4765625,0.75390625,0.39648438,1
FOLD0_00236,1.0,1.0,1.0,1.0,1
FOLD0_00237,0.31445312,0.29492188,0.31445312,0.31835938,0
FOLD0_00238,0.35546875,0.390625,0.40429688,0.3515625,0
FOLD0_00239,0.3046875,0.29296875,0.25585938,0.26171875,1
FOLD0_00240,0.27734375,0.31054688,0.38671875,0.33984375,1
FOLD0_00241,0.9765625,0.99609375,0.86328125,0.94921875,1
FOLD0_00242,0.4140625,0.31445312,0.31640625,0.359375,0
FOLD0_00243,0.36328125,0.38476562,0.36914062,0.31054688,0
FOLD0_00244,0.53125,0.49804688,0.84375,0.703125,0
FOLD0_00245,1.0,1.0,1.0,1.0,1
FOLD0_00246,0.33203125,0.38867188,0.33398438,0.30078125,1
FOLD0_00247,0.33398438,0.29296875,0.3203125,0.30859375,0
FOLD0_00248,0.296875,0.3203125,0.2734375,0.31835938,0
FOLD0_00249,0.3046875,0.29492188,0.30273438,0.37109375,0
FOLD0_00250,0.328125,0.359375,0.31054688,0.31835938,0
FOLD0_00251,0.27734375,0.31054688,0.36132812,0.29101562,0
FOLD0_00252,0.27734375,0.29101562,0.33203125,0.29101562,1
FOLD0_00253,0.44140625,0.3984375,0.34960938,0.5859375,1
FOLD0_00254,0.27539062,0.30859375,0.36132812,0.33984375,0
FOLD0_00255,1.0,0.9765625,1.0,0.99609375,1
FOLD0_00256,0.30664062,0.31640625,0.28710938,0.29492188,0
FOLD0_00257,0.34960938,0.35742188,0.31445312,0.29492188,0
FOLD0_00258,1.0,1.0,1.0,0.98828125,1
FOLD0_00259,1.0,1.0,1.0,1.0,1
FOLD0_00260,0.421875,0.46289062,0.44140625,0.37695312,1
FOLD0_00261,0.47265625,0.47070312,0.546875,0.47851562,1
FOLD0_00262,0.98828125,0.99609375,1.0,0.99609375,1
FOLD0_00263,0.24511719,0.23046875,0.3359375,0.28320312,0
FOLD0_00264,0.30664062,0.2734375,0.38476562,0.3046875,0
FOLD0_00265,1.0,1.0,1.0,1.0,1
FOLD0_00266,0.99609375,1.0,1.0,0.99609375,1
FOLD0_00267,0.26953125,0.3046875,0.25976562,0.296875,0
FOLD0_00268,0.3203125,0.28515625,0.33203125,0.27539062,1
FOLD0_00269,1.0,1.0,1.0,1.0,1
FOLD0_00270,0.27929688,0.27734375,0.25585938,0.21484375,0
FOLD0_00271,0.38476562,0.328125,0.31835938,0.26171875,0
FOLD0_00272,0.3046875,0.2890625,0.36914062,0.22167969,1
FOLD0_00273,0.37304688,0.29101562,0.30664062,0.3125,1
FOLD0_00274,0.33203125,0.36914062,0.36132812,0.32421875,1
FOLD0_00275,0.40429688,0.3125,0.42773438,0.43945312,1
FOLD0_00276,0.26953125,0.23242188,0.26757812,0.265625,0
FOLD0_00277,0.31445312,0.27148438,0.40234375,0.31054688,0
FOLD0_00278,0.609375,0.703125,0.6796875,0.80078125,0
FOLD0_00279,1.0,0.99609375,0.984375,1.0,1
FOLD0_00280,0.33203125,0.36328125,0.39648438,0.3359375,0
FOLD0_00281,0.30664062,0.27929688,0.453125,0.33789062,0
FOLD0_00282,1.0,1.0,1.0,1.0,1
FOLD0_00283,0.25585938,0.24316406,0.27929688,0.25585938,0
FOLD0_00284,0.98046875,0.8125,0.9765625,0.9921875,1
FOLD0_00285,0.3203125,0.62890625,0.33203125,0.42773438,0
FOLD0_00286,0.98046875,1.0,0.9765625,0.99609375,1
FOLD0_00287,0.22167969,0.30859375,0.29296875,0.26367188,1
FOLD0_00288,0.4375,0.55859375,0.30078125,0.29101562,1
FOLD0_00289,1.0,1.0,1.0,1.0,1
FOLD0_00290,0.31445312,0.34375,0.32421875,0.3125,0
FOLD0_00291,0.3046875,0.3125,0.29101562,0.2734375,0
FOLD0_00292,0.28710938,0.31054688,0.28710938,0.24023438,1
FOLD0_00293,0.27734375,0.32617188,0.3125,0.26953125,0
FOLD0_00294,0.34179688,0.28710938,0.32617188,0.37109375,0
FOLD0_00295,0.6015625,0.69921875,0.66015625,0.59765625,1
FOLD0_00296,0.33789062,0.29296875,0.30078125,0.30078125,0
FOLD0_00297,0.43359375,0.44726562,0.35546875,0.40234375,1
FOLD0_00298,0.33789062,0.3046875,0.30078125,0.30664062,0
FOLD0_00299,0.30859375,0.265625,0.27148438,0.27929688,0
FOLD0_00300,0.34960938,0.30664062,0.3046875,0.33398438,0
FOLD0_00301,0.28125,0.40820312,0.359375,0.6171875,1
FOLD0_00302,0.4453125,0.796875,0.8828125,0.8046875,1
FOLD0_00303,0.328125,0.33007812,0.31445312,0.25195312,1
FOLD0_00304,1.0,1.0,1.0,1.0,1
FOLD0_00305,1.0,1.0,1.0,1.0,1
FOLD0_00306,1.0,1.0,1.0,1.0,1
FOLD0_00307,0.30664062,0.4140625,0.34570312,0.30664062,1
FOLD0_00308,0.85546875,0.73828125,0.78515625,0.90625,1
FOLD0_00309,0.3515625,0.26953125,0.33007812,0.32226562,0
FOLD0_00310,0.26757812,0.3828125,0.3046875,0.32421875,0
FOLD0_00311,0.33203125,0.29296875,0.36914062,0.33789062,0
FOLD0_00312,0.39648438,0.41210938,0.35742188,0.36914062,0
FOLD0_00313,0.765625,0.87109375,0.69140625,0.69140625,0
FOLD0_00314,0.34179688,0.31445312,0.33789062,0.28710938,0
FOLD0_00315,1.0,0.99609375,1.0,1.0,1
FOLD0_00316,1.0,1.0,1.0,1.0,1
FOLD0_00317,0.33398438,0.40429688,0.38476562,0.36523438,0
FOLD0_00318,0.27734375,0.3125,0.29492188,0.22363281,0
FOLD0_00319,0.26367188,0.328125,0.3203125,0.30078125,1
FOLD0_00320,0.32421875,0.40039062,0.30273438,0.3203125,0
FOLD0_00321,1.0,1.0,1.0,1.0,1
FOLD0_00322,0.453125,0.79296875,0.8359375,0.8515625,1
FOLD0_00323,0.26367188,0.35742188,0.46289062,0.40429688,0
FOLD0_00324,0.13183594,0.24804688,0.27929688,0.26757812,1
FOLD0_00325,0.30078125,0.33398438,0.34765625,0.33398438,0
FOLD0_00326,0.2578125,0.25976562,0.28515625,0.30078125,1
FOLD0_00327,1.0,1.0,1.0,1.0,1
FOLD0_00328,0.34179688,0.31054688,0.38476562,0.33984375,0
FOLD0_00329,1.0,1.0,1.0,0.984375,1
FOLD0_00330,0.99609375,0.9921875,0.99609375,0.99609375,1
FOLD0_00331,0.33789062,0.2421875,0.30664062,0.3046875,1
FOLD0_00332,0.33789062,0.33203125,0.36328125,0.31835938,1
FOLD0_00333,0.328125,0.28320312,0.3515625,0.34960938,1
FOLD0_00334,0.3515625,0.32617188,0.29101562,0.2734375,0
FOLD0_00335,1.0,1.0,1.0,1.0,1
FOLD0_00336,0.87890625,0.703125,0.9296875,0.71875,1
FOLD0_00337,0.20703125,0.31054688,0.34179688,0.27148438,0
FOLD0_00338,0.32421875,0.3515625,0.3046875,0.29101562,0
FOLD0_00339,0.29882812,0.34765625,0.36523438,0.30664062,0
FOLD0_00340,0.328125,0.34765625,0.21582031,0.2890625,1
FOLD0_00341,0.6640625,0.7578125,0.9609375,0.875,1
FOLD0_00342,0.31054688,0.36328125,0.31054688,0.32421875,0
FOLD0_00343,0.87890625,0.82421875,0.84375,0.8359375,1
FOLD0_00344,1.0,1.0,1.0,1.0,1
FOLD0_00345,0.23828125,0.23632812,0.29296875,0.26757812,0
FOLD0_00346,0.26953125,0.28125,0.29101562,0.28515625,1
FOLD0_00347,0.33398438,0.29882812,0.28125,0.28710938,1
FOLD0_00348,0.34179688,0.27734375,0.34375,0.30664062,0
FOLD0_00349,0.8359375,0.71875,0.55078125,0.703125,0
FOLD0_00350,0.34179688,0.30859375,0.30859375,0.27734375,0
FOLD0_00351,0.32421875,0.33203125,0.34570312,0.27734375,0
FOLD0_00352,1.0,1.0,1.0,1.0,1
FOLD0_00353,0.26757812,0.28710938,0.296875,0.30859375,1
FOLD0_00354,0.33203125,0.3046875,0.328125,0.27929688,0
FOLD0_00355,0.29101562,0.24316406,0.27734375,0.32617188,0
FOLD0_00356,0.34960938,0.39257812,0.22753906,0.30664062,0
FOLD0_00357,0.26367188,0.26171875,0.27148438,0.23535156,1
FOLD0_00358,1.0,1.0,1.0,1.0,1
FOLD0_00359,1.0,1.0,1.0,1.0,1
FOLD0_00360,0.28125,0.25390625,0.32226562,0.2734375,0
FOLD0_00361,0.4140625,0.48046875,0.5,0.40820312,1
FOLD0_00362,0.25976562,0.23632812,0.33398438,0.26757812,1
FOLD0_00363,0.28125,0.33984375,0.27734375,0.34960938,0
FOLD0_00364,1.0,1.0,1.0,1.0,1
FOLD0_00365,0.26953125,0.296875,0.29492188,0.26367188,0
FOLD0_00366,0.91015625,0.9375,0.99609375,0.9921875,1
FOLD0_00367,0.4765625,0.6484375,0.45898438,0.5078125,0
FOLD0_00368,0.31835938,0.36132812,0.30273438,0.29101562,0
FOLD0_00369,0.41796875,0.13671875,0.23046875,0.40429688,0
FOLD0_00370,0.30664062,0.32617188,0.28320312,0.28320312,1
FOLD0_00371,0.21777344,0.8046875,0.35742188,0.36328125,1
FOLD0_00372,0.33789062,0.33007812,0.27734375,0.34960938,0
FOLD0_00373,0.28125,0.32421875,0.33203125,0.30664062,0
FOLD0_00374,0.26367188,0.33203125,0.29101562,0.25976562,0
FOLD0_00375,1.0,1.0,1.0,1.0,1
FOLD0_00376,0.28710938,0.34570312,0.32617188,0.33203125,1
FOLD0_00377,0.34960938,0.31054688,0.31445312,0.35546875,0
FOLD0_00378,0.32421875,0.38671875,0.32421875,0.31640625,0
FOLD0_00379,1.0,1.0,1.0,1.0,1
FOLD0_00380,0.36132812,0.3671875,0.33203125,0.3125,0
FOLD0_00381,0.28515625,0.25,0.328125,0.30664062,0
FOLD0_00382,0.2734375,0.37695312,0.31835938,0.31054688,1
FOLD0_00383,0.34179688,0.24121094,0.30273438,0.28710938,0
FOLD0_00384,1.0,1.0,1.0,1.0,1
FOLD0_00385,0.3046875,0.31445312,0.3203125,0.41796875,1
FOLD0_00386,0.24511719,0.2421875,0.26953125,0.30859375,0
FOLD0_00387,1.0,1.0,1.0,1.0,1
FOLD0_00388,1.0,1.0,1.0,1.0,1
FOLD0_00389,0.31835938,0.37109375,0.71875,0.28320312,0
FOLD0_00390,0.38476562,0.38476562,0.4140625,0.3046875,1
FOLD0_00391,0.29101562,0.3125,0.30664062,0.26367188,0
FOLD0_00392,0.31445312,0.4140625,0.32421875,0.32617188,1
FOLD0_00393,0.30078125,0.31835938,0.27148438,0.28710938,0
FOLD0_00394,0.29101562,0.34960938,0.35742188,0.31835938,0
FOLD0_00395,0.40039062,0.43164062,0.32421875,0.31835938,1
FOLD0_00396,0.27539062,0.27929688,0.25585938,0.26367188,0
FOLD0_00397,0.3515625,0.34960938,0.32226562,0.26171875,1
FOLD0_00398,0.38476562,0.33007812,0.36132812,0.34570312,1
FOLD0_00399,0.26367188,0.3359375,0.33984375,0.29882812,0
FOLD0_00400,0.3515625,0.39257812,0.484375,0.37695312,0
FOLD0_00401,0.31054688,0.3203125,0.30664062,0.30859375,0
FOLD0_00402,0.28710938,0.21386719,0.30664062,0.26171875,1
FOLD0_00403,1.0,1.0,1.0,1.0,1
FOLD0_00404,0.47265625,0.34570312,0.45703125,0.4609375,1
FOLD0_00405,1.0,1.0,1.0,1.0,1
FOLD0_00406,1.0,1.0,1.0,1.0,1
FOLD0_00407,0.23828125,0.29492188,0.25585938,0.29492188,0
FOLD0_00408,0.26953125,0.31445312,0.30273438,0.25976562,0
FOLD0_00409,0.9921875,0.97265625,1.0,0.69140625,1
FOLD0_00410,0.3359375,0.26367188,0.36328125,0.24316406,0
FOLD0_00411,0.33789062,0.32226562,0.31640625,0.30664062,0
FOLD0_00412,0.41796875,0.45898438,0.921875,0.58984375,0
FOLD0_00413,0.34960938,0.35351562,0.3046875,0.30273438,0
FOLD0_00414,0.30078125,0.31445312,0.33007812,0.33203125,0
FOLD0_00415,0.99609375,0.99609375,1.0,1.0,1
FOLD0_00416,0.22363281,0.23925781,0.28710938,0.29882812,0
FOLD0_00417,0.21972656,0.24023438,0.26367188,0.26757812,1
FOLD0_00418,0.26367188,0.23730469,0.27734375,0.2734375,1
